,City,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
293,Portland,45.5234,-122.6762,109.27,22,1,3.0,US,2021-06-27 00:42:33
294,Meulaboh,4.1363,96.1285,75.67,91,58,5.79,ID,2021-06-27 00:53:53
295,Cayenne,4.9333,-52.3333,80.1,85,20,1.01,GF,2021-06-27 00:53:53
296,Huittinen,61.1833,22.7,63.43,95,99,4.14,FI,2021-06-27 00:53:54
297,Sept-Îles,50.2001,-66.3821,61.32,90,75,1.01,CA,2021-06-27 00:52:25
298,Kudahuvadhoo,2.6708,72.8944,82.15,72,15,9.06,MV,2021-06-27 00:53:54
299,Ponta Delgada,37.7333,-25.6667,66.92,94,20,9.22,PT,2021-06-27 00:53:55
300,Tolyatti,53.5303,49.3461,71.96,84,37,1.63,RU,2021-06-27 00:53:55
301,Sorong,-0.8833,131.25,82.02,75,60,3.94,ID,2021-06-27 00:53:56
302,Saint-Nazaire,47.2833,-2.2,60.78,95,72,2.3,FR,2021-06-27 00:53:56
303,Naze,28.3667,129.4833,79.72,81,74,15.93,JP,2021-06-27 00:53:57
304,Buribay,51.9617,58.1592,66.92,82,10,6.91,RU,2021-06-27 00:53:57
305,‘Ewa Beach,21.3156,-158.0072,84.15,58,20,10.0,US,2021-06-27 00:49:45
306,Ode,7.7899,5.7117,66.0,98,93,4.03,NG,2021-06-27 00:53:58
307,Vestmannaeyjar,63.4427,-20.2734,48.0,93,15,6.6,IS,2021-06-27 00:53:59
308,Nīlēshwar,12.25,75.1,77.94,81,99,8.12,IN,2021-06-27 00:53:59
309,Sistranda,63.7256,8.834,53.91,81,100,21.07,NO,2021-06-27 00:54:00
310,Khanbari,27.3747,87.2039,74.48,89,99,0.72,NP,2021-06-27 00:54:00
311,Aljezur,37.3191,-8.8033,61.14,94,35,10.94,PT,2021-06-27 00:54:01
312,Natal,-5.795,-35.2094,77.65,73,0,11.5,BR,2021-06-27 00:53:57
313,Vilhena,-12.7406,-60.1458,71.53,65,28,3.44,BR,2021-06-27 00:52:57
314,Slave Lake,55.2834,-114.769,78.78,53,1,10.36,CA,2021-06-27 00:54:02
315,Sur,22.5667,59.5289,83.26,61,0,11.52,OM,2021-06-27 00:54:02
316,Putina,-15.4667,-69.4333,45.3,66,32,8.5,PE,2021-06-27 00:54:03
317,Arkansas City,37.062,-97.0384,82.02,74,90,3.44,US,2021-06-27 00:50:00
318,Totton,50.9188,-1.4904,60.98,79,100,1.99,GB,2021-06-27 00:54:04
319,Weligama,5.9667,80.4167,77.23,88,84,11.81,LK,2021-06-27 00:54:04
320,Makat,47.6469,53.3463,84.4,33,1,8.23,KZ,2021-06-27 00:54:05
321,Tobermory,45.2501,-81.6665,60.8,99,100,18.19,CA,2021-06-27 00:54:05
322,Gemena,3.25,19.7667,68.41,94,83,1.14,CD,2021-06-27 00:54:06
323,Dunedin,-45.8742,170.5036,51.8,90,70,4.38,NZ,2021-06-27 00:54:06
324,Port Blair,11.6667,92.75,78.84,83,75,1.14,IN,2021-06-27 00:54:07
325,Kirakira,-10.4544,161.9205,83.89,65,48,12.86,SB,2021-06-27 00:54:07
326,Ilek,51.5271,53.3831,73.22,71,2,1.21,RU,2021-06-27 00:54:08
327,Mar del Plata,-38.0023,-57.5575,51.13,72,90,8.01,AR,2021-06-27 00:54:08
328,Alice Springs,-23.7,133.8833,47.75,71,5,10.36,AU,2021-06-27 00:54:09
329,Bon Air,37.5249,-77.5578,78.69,80,1,1.99,US,2021-06-27 00:53:45
330,Bathsheba,13.2167,-59.5167,81.21,65,40,19.57,BB,2021-06-27 00:54:09
331,Alofi,-19.0595,-169.9187,75.09,78,8,20.71,NU,2021-06-27 00:54:10
332,Hamilton,39.1834,-84.5333,82.56,66,87,1.01,US,2021-06-27 00:54:10
333,Singleton,-32.5667,151.1833,59.79,56,0,8.52,AU,2021-06-27 00:54:11
334,Mīnāb,27.1467,57.0801,87.33,35,0,1.88,IR,2021-06-27 00:54:11
335,Monrovia,6.3005,-10.7969,77.74,84,98,6.06,LR,2021-06-27 00:51:18
336,Murgab,37.4966,61.9714,71.47,43,0,4.61,TM,2021-06-27 00:54:12
337,Menongue,-14.6585,17.691,50.14,53,16,3.13,AO,2021-06-27 00:54:12
338,Plouzané,48.3833,-4.6167,55.58,91,90,4.61,FR,2021-06-27 00:54:13
339,Galeana,24.8333,-100.0667,77.31,56,15,7.72,MX,2021-06-27 00:54:13
340,Touros,-5.1989,-35.4608,77.9,77,44,17.05,BR,2021-06-27 00:54:14
341,Porbandar,21.6422,69.6093,83.8,70,97,10.29,IN,2021-06-27 00:54:14
342,Beyneu,45.3167,55.2,86.2,31,1,6.89,KZ,2021-06-27 00:54:15
343,Ushtobe,45.2514,77.9838,62.35,54,0,4.47,KZ,2021-06-27 00:54:15
344,Ahipara,-35.1667,173.1667,62.42,83,100,15.79,NZ,2021-06-27 00:54:16
345,Puri,19.8,85.85,85.37,77,34,6.91,IN,2021-06-27 00:54:16
346,Port Hardy,50.6996,-127.4199,84.38,51,1,5.75,CA,2021-06-27 00:54:17
347,Preetz,54.2333,10.2833,61.12,94,20,3.44,DE,2021-06-27 00:54:17
348,Ajdabiya,30.7554,20.2263,82.89,30,0,7.18,LY,2021-06-27 00:54:18
349,Tura,25.5198,90.2201,76.44,95,50,5.37,IN,2021-06-27 00:54:18
350,Road Town,18.4167,-64.6167,80.2,83,40,10.36,VG,2021-06-27 00:54:19
351,Souillac,-20.5167,57.5167,71.37,86,4,8.12,MU,2021-06-27 00:54:19
352,Skwierzyna,52.5991,15.5065,58.68,74,62,2.35,PL,2021-06-27 00:54:20
353,Aloleng,16.1307,119.7824,84.33,72,31,5.26,PH,2021-06-27 00:54:20
354,Anadyr,64.75,177.4833,50.5,57,0,13.0,RU,2021-06-27 00:54:21
355,Bani Walid,31.7566,13.9942,81.72,25,0,4.38,LY,2021-06-27 00:54:21
356,São Félix do Xingu,-6.6447,-51.995,76.87,61,58,1.7,BR,2021-06-27 00:54:22
357,Xam Nua,20.4197,104.0439,77.18,67,94,4.76,LA,2021-06-27 00:54:22
358,Naryan-Mar,67.6713,53.087,45.54,83,89,15.73,RU,2021-06-27 00:54:22
359,Huarmey,-10.0681,-78.1522,63.99,84,28,8.99,PE,2021-06-27 00:54:23
360,Abu Samrah,35.3029,37.1841,75.25,53,0,6.29,SY,2021-06-27 00:54:24
361,Acajutla,13.5928,-89.8275,81.81,79,100,1.88,SV,2021-06-27 00:54:24
362,Chicama,-7.8447,-79.1469,63.14,83,45,5.73,PE,2021-06-27 00:54:25
363,Lompoc,34.6391,-120.4579,82.02,74,1,16.11,US,2021-06-27 00:52:51
364,Chokurdakh,70.6333,147.9167,77.49,35,23,7.16,RU,2021-06-27 00:54:25
365,The Pas,53.8251,-101.2541,75.22,50,1,11.5,CA,2021-06-27 00:54:26
366,Lábrea,-7.2586,-64.7981,77.85,77,81,3.02,BR,2021-06-27 00:54:26
367,Patea,-39.7583,174.4833,62.62,98,100,6.55,NZ,2021-06-27 00:54:27
368,Sørland,67.667,12.6934,50.11,92,100,33.58,NO,2021-06-27 00:54:28
369,Aginskoye,51.1,114.53,76.01,54,3,1.95,RU,2021-06-27 00:54:28
370,Saint-Augustin,51.226,-58.6502,56.21,98,100,13.24,CA,2021-06-27 00:54:29
371,Sembakung,3.8167,117.25,82.33,79,100,2.04,ID,2021-06-27 00:54:29
372,Verkhoyansk,67.5447,133.385,84.02,31,17,9.75,RU,2021-06-27 00:54:30
373,Alta Floresta,-9.8756,-56.0861,77.47,57,70,2.26,BR,2021-06-27 00:54:30
374,Torbay,47.6666,-52.7314,63.37,74,75,21.85,CA,2021-06-27 00:54:31
375,Tiksi,71.6872,128.8694,35.64,85,100,7.74,RU,2021-06-27 00:54:31
376,Lebyazh'ye,55.2689,66.4947,62.47,90,15,8.1,RU,2021-06-27 00:54:31
377,Norman Wells,65.282,-126.8329,86.04,28,40,6.91,CA,2021-06-27 00:54:32
378,Viedma,-40.8135,-62.9967,46.72,68,100,19.28,AR,2021-06-27 00:54:33
379,Nhulunbuy,-12.2333,136.7667,77.61,73,90,17.27,AU,2021-06-27 00:54:33
380,Bahía Honda,22.9036,-83.1592,79.12,81,100,5.5,CU,2021-06-27 00:54:33
381,Russell,32.3502,-85.1999,83.48,81,75,0.0,US,2021-06-27 00:54:34
382,Homer,59.6425,-151.5483,62.08,61,40,10.0,US,2021-06-27 00:54:35
383,Chernyshevskiy,63.0128,112.4714,72.36,42,100,5.37,RU,2021-06-27 00:54:35
384,Tandil,-37.3217,-59.1332,44.31,81,97,8.01,AR,2021-06-27 00:50:06
385,Shenjiamen,29.9576,122.298,73.26,98,100,5.3,CN,2021-06-27 00:54:36
386,Qarayeri,40.7886,46.3066,81.48,44,75,4.61,AZ,2021-06-27 00:54:36
387,Alcañiz,41.05,-0.1333,69.08,62,100,3.62,ES,2021-06-27 00:54:37
388,Imbituba,-28.24,-48.6703,67.89,90,100,13.82,BR,2021-06-27 00:51:09
389,Roura,4.7263,-52.3274,79.97,94,20,2.3,GF,2021-06-27 00:54:37
390,Jalu,29.0331,21.5482,85.93,29,0,8.61,LY,2021-06-27 00:54:38
391,Saint-Joseph,-21.3667,55.6167,70.16,79,4,5.68,RE,2021-06-27 00:54:38
392,Troitskoye,52.9821,84.6757,56.41,80,100,4.83,RU,2021-06-27 00:54:39
393,Auki,-8.7676,160.7034,83.41,72,100,4.63,SB,2021-06-27 00:54:39
394,Clarence Town,-32.5833,151.7833,60.93,55,0,8.55,AU,2021-06-27 00:54:40
395,Pangnirtung,66.1451,-65.7125,36.16,99,100,1.61,CA,2021-06-27 00:54:40
396,Soacha,4.5794,-74.2168,58.89,67,75,3.44,CO,2021-06-27 00:54:40
397,Tautira,-17.7333,-149.15,84.22,70,0,3.29,PF,2021-06-27 00:54:41
398,Anloga,5.7947,0.8973,73.62,81,99,6.13,GH,2021-06-27 00:54:41
399,Kumul,42.8,93.45,79.74,22,100,9.82,CN,2021-06-27 00:54:42
400,Grindavik,63.8424,-22.4338,48.15,100,90,14.97,IS,2021-06-27 00:54:42
401,Preobrazheniye,42.9019,133.9064,66.6,73,93,4.61,RU,2021-06-27 00:54:43
402,Concepción del Uruguay,-32.4825,-58.2372,47.98,88,100,7.0,AR,2021-06-27 00:54:43
403,Kattivākkam,13.2167,80.3167,83.07,77,100,7.23,IN,2021-06-27 00:54:44
404,Ukhta,63.5671,53.6835,62.65,72,89,4.65,RU,2021-06-27 00:54:44
405,Manta,-0.95,-80.7333,73.18,83,75,11.5,EC,2021-06-27 00:54:45
406,Nālūt,30.3333,10.85,86.52,13,1,9.71,LY,2021-06-27 00:54:46
407,Aksarayskiy,46.7924,48.0119,75.15,43,92,7.52,RU,2021-06-27 00:54:46
408,Ballina,-28.8667,153.5667,60.76,62,60,11.5,AU,2021-06-27 00:54:46
409,Teluknaga,-6.0989,106.6381,86.18,83,20,1.99,ID,2021-06-27 00:54:47
410,Alexandria,31.2156,29.9553,76.96,88,0,9.22,EG,2021-06-27 00:54:05
411,Bandiagara,14.3501,-3.6104,82.83,41,10,6.73,ML,2021-06-27 00:54:48
412,Dvinskoy,62.1535,45.1175,65.57,64,98,3.96,RU,2021-06-27 00:54:48
413,Itarema,-2.9248,-39.9167,76.41,80,5,4.47,BR,2021-06-27 00:54:49
414,Toumodi,6.5613,-5.0158,72.1,97,100,4.16,CI,2021-06-27 00:54:49
415,College,64.8569,-147.8028,73.99,43,75,4.0,US,2021-06-27 00:54:50
416,Clute,29.0247,-95.3988,86.23,76,13,14.0,US,2021-06-27 00:54:50
417,Sittwe,20.15,92.9,81.25,85,99,8.28,MM,2021-06-27 00:54:51
418,Jiquipilas,16.6667,-93.65,72.43,95,100,3.0,MX,2021-06-27 00:54:51
419,Ciudad Río Bravo,25.9833,-98.1,89.08,59,10,16.58,MX,2021-06-27 00:54:52
420,Yar-Sale,66.8333,70.8333,48.63,55,100,4.54,RU,2021-06-27 00:54:52
421,Necochea,-38.5473,-58.7368,46.04,80,90,12.21,AR,2021-06-27 00:54:21
422,Rome,43.2128,-75.4557,82.89,80,71,7.2,US,2021-06-27 00:54:53
423,Iquique,-20.2208,-70.1431,60.84,80,60,3.47,CL,2021-06-27 00:54:53
424,Port-Gentil,-0.7193,8.7815,76.08,84,100,15.21,GA,2021-06-27 00:54:54
425,Katangli,51.7102,143.2326,51.06,88,99,8.12,RU,2021-06-27 00:54:54
426,Kamiiso,41.8167,140.65,66.58,82,40,3.44,JP,2021-06-27 00:54:55
427,Richards Bay,-28.783,32.0377,60.24,75,9,2.84,ZA,2021-06-27 00:54:55
428,Kokopo,-4.352,152.2633,84.78,64,94,7.18,PG,2021-06-27 00:54:56
429,Lhokseumawe,5.1801,97.1507,76.01,90,68,4.41,ID,2021-06-27 00:54:56
430,Nishihara,26.1842,127.7558,80.65,92,75,8.05,JP,2021-06-27 00:54:57
431,Te Anau,-45.4167,167.7167,49.48,88,100,5.97,NZ,2021-06-27 00:54:58
432,Karoi,-16.8099,29.6925,55.62,55,40,1.05,ZW,2021-06-27 00:54:58
433,Stange,60.718,11.1942,62.17,83,100,2.19,NO,2021-06-27 00:54:59
434,Laas,46.6166,10.7002,57.02,91,28,1.72,IT,2021-06-27 00:54:59
435,Mathbaria,22.2876,89.9593,83.61,80,99,8.57,BD,2021-06-27 00:55:00
436,Sechura,-5.5569,-80.8222,68.68,74,12,14.85,PE,2021-06-27 00:55:00
437,Codrington,-38.2667,141.9667,55.83,76,89,5.1,AU,2021-06-27 00:55:01
438,Chul'man,56.8479,124.9104,70.48,61,17,6.62,RU,2021-06-27 00:55:01
439,Departamento de Maldonado,-34.6667,-54.9167,56.59,95,96,8.75,UY,2021-06-27 00:55:01
440,Casalpusterlengo,45.1769,9.6491,74.73,76,36,2.21,IT,2021-06-27 00:55:03
441,Levelland,33.5873,-102.378,81.19,54,2,19.69,US,2021-06-27 00:55:04
442,Kaabong,3.4836,34.1492,61.99,73,99,5.86,UG,2021-06-27 00:55:04
443,Talnakh,69.4865,88.3972,51.82,58,15,3.74,RU,2021-06-27 00:55:04
444,Adré,13.4667,22.2,85.21,34,93,7.81,TD,2021-06-27 00:55:05
445,Salisbury,51.0693,-1.7957,60.48,82,100,11.83,GB,2021-06-27 00:50:49
446,Warri,5.5167,5.75,73.74,93,100,2.33,NG,2021-06-27 00:55:05
447,Gualeguay,-33.1416,-59.3097,47.5,78,97,13.4,AR,2021-06-27 00:55:06
448,Mpraeso,6.5932,-0.7346,67.17,99,100,1.32,GH,2021-06-27 00:55:06
449,Newnan,33.3807,-84.7997,80.55,82,1,0.0,US,2021-06-27 00:50:40
450,Tagāb,34.855,69.6492,71.51,49,3,1.66,AF,2021-06-27 00:55:07
451,Ouro Preto do Oeste,-10.7481,-62.2158,78.15,65,99,3.47,BR,2021-06-27 00:55:07
452,Whitehorse,60.7161,-135.0538,75.02,40,75,17.0,CA,2021-06-27 00:54:51
453,Lipin Bor,60.2622,37.9763,62.11,99,37,4.74,RU,2021-06-27 00:55:08
454,Leh,34.1667,77.5833,51.42,54,60,3.58,IN,2021-06-27 00:55:08
455,Erenhot,43.6475,111.9767,80.64,32,0,3.44,CN,2021-06-27 00:55:09
456,Provideniya,64.3833,-173.3,50.4,76,100,5.55,RU,2021-06-27 00:55:09
457,Pucallpa,-8.3791,-74.5539,84.24,70,75,9.22,PE,2021-06-27 00:55:09
458,Kavaratti,10.5669,72.642,81.86,77,100,15.32,IN,2021-06-27 00:55:10
459,Rafrāf,37.1904,10.1837,77.31,79,83,5.3,TN,2021-06-27 00:55:11
460,Pisco,-13.7,-76.2167,64.02,82,40,16.11,PE,2021-06-27 00:55:11
461,Haines Junction,60.7522,-137.5108,71.55,28,100,11.5,CA,2021-06-27 00:55:12
462,Zambezi,-13.5432,23.1047,51.84,54,23,3.6,ZM,2021-06-27 00:55:12
463,Tommot,58.9564,126.2925,64.72,91,100,1.92,RU,2021-06-27 00:55:13
464,Osoyoos,49.0331,-119.4524,103.33,18,5,3.44,CA,2021-06-27 00:55:13
465,Yacuiba,-22.038,-63.6797,54.52,88,100,9.37,BO,2021-06-27 00:55:14
466,Sola,-13.8833,167.55,83.07,70,40,9.22,VU,2021-06-27 00:55:14
467,Santa Barbara,34.7333,-120.0343,84.85,48,1,10.36,US,2021-06-27 00:55:15
468,Impfondo,1.6381,18.0667,73.63,72,44,3.18,CG,2021-06-27 00:55:15
469,Pitimbu,-7.4706,-34.8086,72.19,78,92,13.31,BR,2021-06-27 00:55:16
470,Atasū,48.6814,71.6433,59.07,45,47,7.56,KZ,2021-06-27 00:55:16
471,Horta,38.5333,-28.6333,67.14,80,44,11.12,PT,2021-06-27 00:55:16
472,Okha,53.5739,142.9478,55.45,67,16,8.99,RU,2021-06-27 00:55:17
473,Labuhan,-6.8844,112.2051,80.47,81,71,5.48,ID,2021-06-27 00:55:17
474,Bilibino,68.0546,166.4372,72.68,30,100,1.79,RU,2021-06-27 00:55:18
475,Ambilobe,-13.2,49.05,64.4,92,51,3.58,MG,2021-06-27 00:55:18
476,Paamiut,61.994,-49.6678,44.46,97,100,17.22,GL,2021-06-27 00:55:19
477,Alindao,5.0267,21.2088,71.42,83,95,1.7,CF,2021-06-27 00:55:19
478,Aklavik,68.2191,-135.0107,70.63,38,100,13.0,CA,2021-06-27 00:55:20
479,Charters Towers,-20.1,146.2667,59.99,83,100,11.88,AU,2021-06-27 00:55:20
480,Mahibadhoo,3.7833,72.9667,81.93,74,32,9.55,MV,2021-06-27 00:55:21
481,Evensk,61.95,159.2333,61.34,69,52,6.2,RU,2021-06-27 00:55:21
482,Gizo Government Station,-8.103,156.8419,82.63,76,97,6.55,SB,2021-06-27 00:55:22
483,Finschhafen,-6.6024,147.8681,83.48,70,100,9.13,PG,2021-06-27 00:55:22
484,Houma,29.5958,-90.7195,86.0,76,1,8.05,US,2021-06-27 00:54:25
485,Laguna,38.421,-121.4238,104.61,34,0,4.0,US,2021-06-27 00:55:23
486,Manokwari,-0.8667,134.0833,82.49,72,92,6.78,ID,2021-06-27 00:55:23
487,Ilulissat,69.2167,-51.1,41.09,84,51,6.62,GL,2021-06-27 00:55:24
488,Cabra,37.4725,-4.4421,72.9,73,6,3.18,ES,2021-06-27 00:55:24
489,Karanpura,29.1018,75.092,91.15,37,1,4.34,IN,2021-06-27 00:55:25
490,Peniche,39.3558,-9.3811,63.48,83,14,13.78,PT,2021-06-27 00:55:25
491,Hirara,24.8,125.2833,88.07,89,75,11.5,JP,2021-06-27 00:55:26
492,Bell Ville,-32.6259,-62.6887,40.66,48,0,13.8,AR,2021-06-27 00:55:26
493,Portobelo,9.55,-79.65,80.62,82,100,2.24,PA,2021-06-27 00:55:27
494,Thinadhoo,0.5333,72.9333,81.9,74,93,8.93,MV,2021-06-27 00:55:27
495,Aras,42.5617,-2.356,61.21,77,90,8.05,ES,2021-06-27 00:55:28
496,Nadym,65.5333,72.5167,51.96,52,42,7.0,RU,2021-06-27 00:55:28
497,Pak Kret,13.913,100.4988,87.75,74,20,3.44,TH,2021-06-27 00:55:29
498,Anajatuba,-3.2644,-44.6197,72.1,95,28,3.53,BR,2021-06-27 00:55:29
499,Le Port,-20.9373,55.2919,71.56,89,3,6.08,RE,2021-06-27 00:55:30
500,Mlonggo,-6.5333,110.7,82.29,74,10,2.28,ID,2021-06-27 00:55:30
501,Olinda,-8.0089,-34.8553,71.33,73,0,9.22,BR,2021-06-27 00:55:31
502,Vanimo,-2.6741,141.3028,83.53,70,46,6.93,PG,2021-06-27 00:55:31
503,Tilichiki,60.4667,166.1,54.72,76,53,9.75,RU,2021-06-27 00:55:32
504,Kanashevo,55.2169,62.0634,64.96,95,4,8.21,RU,2021-06-27 00:55:32
505,Hilton Head,32.2163,-80.7526,80.98,87,75,0.0,US,2021-06-27 00:52:54
506,Madang,-5.2246,145.7966,83.3,69,96,2.8,PG,2021-06-27 00:55:33
507,Ingham,42.6,-84.3833,79.95,98,90,11.5,US,2021-06-27 00:55:33
508,San Francisco,37.7749,-122.4194,91.38,78,20,3.0,US,2021-06-27 00:43:31
509,Fredonia,42.4401,-79.3317,82.65,68,100,16.35,US,2021-06-27 00:54:11
510,Sheltozero,61.3667,35.3667,60.21,99,53,4.52,RU,2021-06-27 00:55:34
511,Thabazimbi,-24.5917,27.4116,52.47,32,0,2.68,ZA,2021-06-27 00:54:11
512,Badia Polesine,45.0972,11.4916,71.89,75,31,3.65,IT,2021-06-27 00:55:35
513,Akdepe,42.0551,59.3788,80.69,19,3,6.78,TM,2021-06-27 00:55:35
514,Kontagora,10.3999,5.4695,71.02,93,87,4.61,NG,2021-06-27 00:55:35
515,Fairbanks,64.8378,-147.7164,74.1,44,75,4.0,US,2021-06-27 00:55:32
516,Ulagan,50.6321,87.9563,47.23,92,100,0.98,RU,2021-06-27 00:55:36
517,Cangzhou,38.3167,116.8667,80.96,60,16,4.25,CN,2021-06-27 00:55:37
518,Aktobe,50.2797,57.2072,66.29,63,0,2.24,KZ,2021-06-27 00:55:37
519,Fort Nelson,58.8053,-122.7002,87.39,23,20,2.3,CA,2021-06-27 00:55:38
520,Banda Aceh,5.5577,95.3222,78.22,85,91,13.2,ID,2021-06-27 00:55:04
521,Ardmore,34.1743,-97.1436,88.47,65,40,4.0,US,2021-06-27 00:55:38
522,Borgarnes,64.5383,-21.9206,48.81,94,86,5.93,IS,2021-06-27 00:55:39
523,Maceió,-9.6658,-35.7353,69.24,88,0,4.61,BR,2021-06-27 00:55:39
524,Balkhash,46.844,74.9804,62.28,51,0,11.43,KZ,2021-06-27 00:55:40
525,Sibut,5.718,19.0739,70.39,95,96,3.71,CF,2021-06-27 00:55:40
526,Tucuruí,-3.7661,-49.6725,77.61,73,76,3.29,BR,2021-06-27 00:51:14
527,Bekobod,40.2208,69.2697,69.49,30,4,0.81,UZ,2021-06-27 00:55:41
528,Sinop Province,41.7711,34.8709,63.95,85,26,5.17,TR,2021-06-27 00:55:42
529,Orange,33.7,-117.7675,102.69,61,1,1.99,US,2021-06-27 00:51:42
530,Bonavista,48.6499,-53.1147,62.6,84,100,15.52,CA,2021-06-27 00:55:42
531,Nome,64.5011,-165.4064,58.15,63,100,12.75,US,2021-06-27 00:55:43
532,Zyryanka,65.75,150.85,82.06,24,100,4.85,RU,2021-06-27 00:55:43
533,Contamana,-7.3333,-75.0167,79.48,68,89,2.24,PE,2021-06-27 00:55:44
534,Obo,5.3998,26.4869,69.15,76,80,3.47,CF,2021-06-27 00:55:44
535,Dalvik,65.9702,-18.5286,58.93,53,62,7.54,IS,2021-06-27 00:55:45
536,Arrondissement de Rennes,48.1667,-1.6667,58.96,100,90,4.61,FR,2021-06-27 00:55:46
537,Calama,-22.4667,-68.9333,48.69,14,0,6.91,CL,2021-06-27 00:54:07
538,Wagar,16.1525,36.2032,83.46,44,28,14.58,SD,2021-06-27 00:55:46
539,Al Bardīyah,31.7561,25.0865,77.79,77,0,13.02,LY,2021-06-27 00:55:47
540,Teya,60.3778,92.6267,51.04,89,84,6.64,RU,2021-06-27 00:55:47
541,Huai Yot,7.7893,99.6348,76.62,87,88,1.9,TH,2021-06-27 00:55:48
542,Makar'yev,57.8797,43.8069,66.24,93,100,3.33,RU,2021-06-27 00:55:48
543,Nanchong,30.7951,106.0847,78.67,82,99,1.25,CN,2021-06-27 00:55:49
544,Obihiro,42.9172,143.2044,74.61,70,14,2.26,JP,2021-06-27 00:52:50
545,Bundaberg,-24.85,152.35,60.22,92,90,7.0,AU,2021-06-27 00:55:49
546,Kununurra,-15.7667,128.7333,71.58,33,100,12.66,AU,2021-06-27 00:55:50
547,Bahía Blanca,-38.7196,-62.2724,45.1,69,100,14.97,AR,2021-06-27 00:55:20
548,Marzuq,14.4,46.4667,73.67,57,83,8.68,YE,2021-06-27 00:55:51
549,Broome,42.2506,-75.833,81.18,68,37,1.01,US,2021-06-27 00:55:51
550,Mingshui,36.7167,117.5,88.59,48,77,2.73,CN,2021-06-27 00:55:51
551,Blythe,33.6103,-114.5964,111.04,7,0,3.15,US,2021-06-27 00:55:52
552,Zavitinsk,50.1167,129.45,77.22,62,35,5.75,RU,2021-06-27 00:55:52
553,Tessalit,20.1986,1.0114,92.75,8,0,8.1,ML,2021-06-27 00:55:52
554,Mahanoro,-19.9,48.8,63.66,90,4,4.43,MG,2021-06-27 00:55:53
555,Coyhaique,-45.5752,-72.0662,28.35,100,20,0.0,CL,2021-06-27 00:55:53
556,Vestmanna,62.1564,-7.1664,45.52,100,90,9.22,FO,2021-06-27 00:55:54
557,Kaili,-3.4626,120.2147,69.13,95,100,0.85,ID,2021-06-27 00:55:54
558,Villarrobledo,39.2699,-2.6012,69.78,35,56,7.61,ES,2021-06-27 00:55:55
559,Bilma,18.6853,12.9164,88.95,11,6,11.25,NE,2021-06-27 00:55:55
560,San Quintín,30.4833,-115.95,68.54,71,0,17.72,MX,2021-06-27 00:55:56
561,Buta,2.7858,24.73,71.56,79,100,1.34,CD,2021-06-27 00:55:56
562,Mezhdurechensk,53.6942,88.0603,53.62,91,100,2.62,RU,2021-06-27 00:55:57
563,Neustadt an der Waldnaab,49.7117,12.0872,58.32,92,1,0.0,DE,2021-06-27 00:55:57
564,Bhandāra,21.1667,79.65,79.39,75,75,2.17,IN,2021-06-27 00:55:58
565,Basco,20.4487,121.9702,83.5,82,100,19.28,PH,2021-06-27 00:55:58
566,Neiafu,-18.65,-173.9833,77.68,65,40,12.66,TO,2021-06-27 00:55:59
567,Luís Correia,-2.8792,-41.6669,76.73,83,5,4.05,BR,2021-06-27 00:55:59
